id_vente,date_vente,produit,quantite,prix_unitaire,total_vente,categorie,vendeur
V04605,2025-11-09,Clé USB 32 Go SanDisk,20,8,160,Accessoires,Barry Fatou
V04606,2025-08-02,Casque Bluetooth JBL,15,45,675,Audio,Camara Ousmane
V04607,2025-10-24,Casque Bluetooth JBL,14,45,630,Audio,Bah Mariama
V04608,2025-09-17,Haut-parleur Bluetooth,8,30,240,Audio,Barry Fatou
V04609,2025-05-10,Téléphone Samsung A15,3,210,630,Téléphonie,Diallo Ibrahima
V04610,2025-01-05,Haut-parleur JBL Go 3,12,40,480,Audio,Diallo Ibrahima
V04611,2025-11-05,Disque SSD 512 Go,15,120,1800,Stockage,Barry Fatou
V04612,2025-08-19,Téléphone iPhone 13,12,950,11400,Téléphonie,Diallo Ibrahima
V04613,2025-01-14,Clé USB 64 Go Kingston,8,12,96,Accessoires,Bah Mariama
V04614,2025-05-26,Clé USB 32 Go SanDisk,2,8,16,Accessoires,Barry Fatou
V04615,2025-05-23,Haut-parleur Bluetooth,5,30,150,Audio,Diallo Ibrahima
V04616,2025-09-01,Ordinateur Lenovo ThinkPad,10,970,9700,Informatique,Camara Ousmane
V04617,2025-01-06,Disque SSD 512 Go,20,120,2400,Stockage,Barry Fatou
V04618,2025-06-03,Câble HDMI 2m,19,5,95,Accessoires,Barry Fatou
V04619,2025-07-11,Ordinateur Portable HP,1,750,750,Informatique,Diallo Ibrahima
V04620,2025-05-16,Téléphone iPhone 13,13,950,12350,Téléphonie,Sow Mamadou
V04621,2025-06-29,Câble HDMI 2m,18,5,90,Accessoires,Bah Mariama
V04622,2025-05-12,Disque SSD 512 Go,3,120,360,Stockage,Camara Ousmane
V04623,2025-05-14,Écran Dell 24’’,6,190,1140,Informatique,Barry Fatou
V04624,2025-10-20,Disque SSD 512 Go,12,120,1440,Stockage,Camara Ousmane
V04625,2025-03-31,Clé USB 32 Go SanDisk,8,8,64,Accessoires,Camara Ousmane
V04626,2025-05-05,Souris Gamer Logitech G502,6,60,360,Accessoires,Barry Fatou
V04627,2025-10-29,Téléphone Samsung A15,3,210,630,Téléphonie,Camara Ousmane
V04628,2025-05-22,Ordinateur Portable HP,17,750,12750,Informatique,Diallo Ibrahima
V04629,2025-08-15,Disque Dur Externe 1To,16,75,1200,Stockage,Barry Fatou
V04630,2025-02-13,Ordinateur Lenovo ThinkPad,14,970,13580,Informatique,Camara Ousmane
V04631,2025-02-26,Haut-parleur Bluetooth,11,30,330,Audio,Diallo Ibrahima
V04632,2025-06-01,Imprimante Epson EcoTank,15,160,2400,Informatique,Diallo Ibrahima
V04633,2025-05-19,Haut-parleur JBL Go 3,20,40,800,Audio,Diallo Ibrahima
V04634,2025-08-14,Haut-parleur JBL Go 3,18,40,720,Audio,Sow Mamadou
V04635,2025-03-14,Disque Dur Externe 1To,3,75,225,Stockage,Diallo Ibrahima
V04636,2025-04-30,Disque SSD 512 Go,7,120,840,Stockage,Diallo Ibrahima
V04637,2025-01-26,Ordinateur Portable Dell,9,880,7920,Informatique,Diallo Ibrahima
V04638,2025-01-30,Écran Dell 24’’,12,190,2280,Informatique,Bah Mariama
V04639,2025-10-03,Câble HDMI 2m,17,5,85,Accessoires,Bah Mariama
V04640,2025-02-27,Clavier mécanique Redragon,2,60,120,Accessoires,Bah Mariama
V04641,2025-04-27,Casque Sony WH-CH510,9,55,495,Audio,Diallo Ibrahima
V04642,2025-09-17,Ordinateur Lenovo ThinkPad,13,970,12610,Informatique,Bah Mariama
V04643,2025-07-14,Ordinateur Lenovo ThinkPad,5,970,4850,Informatique,Bah Mariama
V04644,2025-09-18,Ordinateur Lenovo ThinkPad,16,970,15520,Informatique,Sow Mamadou
V04645,2025-09-08,Ordinateur Portable HP,14,750,10500,Informatique,Sow Mamadou
V04646,2025-07-28,Clavier mécanique Redragon,15,60,900,Accessoires,Bah Mariama
V04647,2025-03-12,Ordinateur Portable Dell,19,880,16720,Informatique,Barry Fatou
V04648,2025-10-05,Écran Dell 24’’,11,190,2090,Informatique,Sow Mamadou
V04649,2025-07-09,Imprimante Epson EcoTank,9,160,1440,Informatique,Sow Mamadou
V04650,2025-01-13,Écran Dell 24’’,19,190,3610,Informatique,Sow Mamadou
V04651,2025-02-16,Ordinateur Portable Dell,10,880,8800,Informatique,Diallo Ibrahima
V04652,2025-02-16,Disque Dur Externe 1To,1,75,75,Stockage,Sow Mamadou
V04653,2025-04-05,Téléphone Samsung A15,10,210,2100,Téléphonie,Sow Mamadou
V04654,2025-10-27,Casque Sony WH-CH510,11,55,605,Audio,Barry Fatou
V04655,2025-10-02,Câble HDMI 2m,7,5,35,Accessoires,Diallo Ibrahima
V04656,2025-01-01,Disque SSD 512 Go,17,120,2040,Stockage,Sow Mamadou
V04657,2025-06-26,Écran Dell 24’’,9,190,1710,Informatique,Bah Mariama
V04658,2025-10-28,Disque Dur Externe 1To,16,75,1200,Stockage,Bah Mariama
V04659,2025-05-28,Souris Gamer Logitech G502,5,60,300,Accessoires,Sow Mamadou
V04660,2025-07-31,Haut-parleur JBL Go 3,6,40,240,Audio,Bah Mariama
V04661,2025-04-28,Disque SSD 512 Go,9,120,1080,Stockage,Sow Mamadou
V04662,2025-07-10,Câble HDMI 2m,9,5,45,Accessoires,Bah Mariama
V04663,2025-06-18,Disque SSD 512 Go,1,120,120,Stockage,Sow Mamadou
V04664,2025-11-08,Disque SSD 512 Go,10,120,1200,Stockage,Sow Mamadou
V04665,2025-10-02,Téléphone iPhone 13,10,950,9500,Téléphonie,Diallo Ibrahima
V04666,2025-07-22,Souris Logitech M185,3,15,45,Accessoires,Sow Mamadou
V04667,2025-01-03,Souris Logitech M185,12,15,180,Accessoires,Camara Ousmane
V04668,2025-08-08,Ordinateur Portable Dell,16,880,14080,Informatique,Camara Ousmane
V04669,2025-09-27,Téléphone Samsung A15,5,210,1050,Téléphonie,Bah Mariama
V04670,2025-07-26,Téléphone Samsung A15,6,210,1260,Téléphonie,Barry Fatou
V04671,2025-07-22,Ordinateur Portable HP,18,750,13500,Informatique,Camara Ousmane
V04672,2025-01-31,Casque Sony WH-CH510,16,55,880,Audio,Camara Ousmane
V04673,2025-02-23,Clé USB 64 Go Kingston,16,12,192,Accessoires,Bah Mariama
V04674,2025-02-13,Disque SSD 512 Go,1,120,120,Stockage,Camara Ousmane
V04675,2025-07-14,Souris Gamer Logitech G502,3,60,180,Accessoires,Barry Fatou
V04676,2025-03-08,Disque Dur Externe 1To,17,75,1275,Stockage,Bah Mariama
V04677,2025-04-25,Casque Bluetooth JBL,1,45,45,Audio,Sow Mamadou
V04678,2025-11-08,Téléphone iPhone 13,1,950,950,Téléphonie,Barry Fatou
V04679,2025-05-15,Clé USB 64 Go Kingston,9,12,108,Accessoires,Barry Fatou
V04680,2025-05-22,Imprimante Canon Pixma,7,120,840,Informatique,Diallo Ibrahima
V04681,2025-09-13,Souris Logitech M185,9,15,135,Accessoires,Camara Ousmane
V04682,2025-06-14,Souris Logitech M185,2,15,30,Accessoires,Barry Fatou
V04683,2025-07-07,Téléphone Samsung A15,3,210,630,Téléphonie,Diallo Ibrahima
V04684,2025-07-20,Haut-parleur JBL Go 3,3,40,120,Audio,Camara Ousmane
V04685,2025-02-08,Haut-parleur Bluetooth,9,30,270,Audio,Camara Ousmane
V04686,2025-05-24,Clé USB 32 Go SanDisk,11,8,88,Accessoires,Sow Mamadou
V04687,2025-07-31,Clé USB 32 Go SanDisk,11,8,88,Accessoires,Bah Mariama
V04688,2025-07-09,Ordinateur Lenovo ThinkPad,2,970,1940,Informatique,Camara Ousmane
V04689,2025-05-16,Imprimante Canon Pixma,2,120,240,Informatique,Diallo Ibrahima
V04690,2025-08-23,Imprimante Epson EcoTank,9,160,1440,Informatique,Sow Mamadou
V04691,2025-07-30,Ordinateur Portable Dell,6,880,5280,Informatique,Bah Mariama
V04692,2025-10-30,Imprimante Canon Pixma,9,120,1080,Informatique,Barry Fatou
V04693,2025-01-16,Clavier mécanique Redragon,16,60,960,Accessoires,Bah Mariama
V04694,2025-02-21,Ordinateur Lenovo ThinkPad,1,970,970,Informatique,Camara Ousmane
V04695,2025-01-09,Téléphone Samsung A15,17,210,3570,Téléphonie,Camara Ousmane
V04696,2025-09-29,Imprimante Canon Pixma,2,120,240,Informatique,Diallo Ibrahima
V04697,2025-08-14,Clé USB 32 Go SanDisk,7,8,56,Accessoires,Bah Mariama
V04698,2025-01-04,Haut-parleur Bluetooth,12,30,360,Audio,Barry Fatou
V04699,2025-10-27,Disque SSD 512 Go,7,120,840,Stockage,Barry Fatou
V04700,2025-03-20,Téléphone iPhone 13,14,950,13300,Téléphonie,Camara Ousmane
V04701,2025-01-21,Casque Bluetooth JBL,19,45,855,Audio,Camara Ousmane
V04702,2025-04-15,Téléphone Samsung A15,2,210,420,Téléphonie,Diallo Ibrahima
V04703,2025-07-25,Souris Gamer Logitech G502,18,60,1080,Accessoires,Sow Mamadou
V04704,2025-06-28,Disque SSD 512 Go,1,120,120,Stockage,Sow Mamadou
V04705,2025-10-14,Souris Logitech M185,10,15,150,Accessoires,Diallo Ibrahima
V04706,2025-01-07,Clé USB 32 Go SanDisk,18,8,144,Accessoires,Barry Fatou
V04707,2025-07-19,Souris Gamer Logitech G502,9,60,540,Accessoires,Bah Mariama
V04708,2025-04-12,Clé USB 32 Go SanDisk,18,8,144,Accessoires,Diallo Ibrahima
V04709,2025-07-30,Haut-parleur Bluetooth,6,30,180,Audio,Barry Fatou
V04710,2025-01-22,Disque Dur Externe 1To,11,75,825,Stockage,Diallo Ibrahima
V04711,2025-10-14,Écran Dell 24’’,11,190,2090,Informatique,Bah Mariama
V04712,2025-09-26,Ordinateur Portable Dell,11,880,9680,Informatique,Bah Mariama
V04713,2025-03-04,Téléphone iPhone 13,8,950,7600,Téléphonie,Diallo Ibrahima
V04714,2025-10-07,Clé USB 32 Go SanDisk,15,8,120,Accessoires,Bah Mariama
V04715,2025-01-11,Ordinateur Portable Dell,6,880,5280,Informatique,Diallo Ibrahima
V04716,2025-08-29,Souris Gamer Logitech G502,2,60,120,Accessoires,Barry Fatou
V04717,2025-10-04,Imprimante Canon Pixma,20,120,2400,Informatique,Diallo Ibrahima
V04718,2025-02-20,Imprimante Epson EcoTank,9,160,1440,Informatique,Bah Mariama
V04719,2025-02-01,Casque Bluetooth JBL,14,45,630,Audio,Bah Mariama
V04720,2025-07-31,Ordinateur Lenovo ThinkPad,6,970,5820,Informatique,Sow Mamadou
V04721,2025-05-15,Imprimante Canon Pixma,11,120,1320,Informatique,Barry Fatou
V04722,2025-10-14,Souris Logitech M185,3,15,45,Accessoires,Barry Fatou
V04723,2025-08-04,Ordinateur Portable HP,14,750,10500,Informatique,Diallo Ibrahima
V04724,2025-10-07,Disque Dur Externe 1To,4,75,300,Stockage,Diallo Ibrahima
V04725,2025-08-29,Câble HDMI 2m,11,5,55,Accessoires,Diallo Ibrahima
V04726,2025-07-05,Clavier mécanique Redragon,2,60,120,Accessoires,Barry Fatou
V04727,2025-09-12,Téléphone Samsung A15,9,210,1890,Téléphonie,Bah Mariama
V04728,2025-06-20,Souris Logitech M185,11,15,165,Accessoires,Bah Mariama
V04729,2025-09-25,Câble HDMI 2m,7,5,35,Accessoires,Bah Mariama
V04730,2025-08-22,Clé USB 64 Go Kingston,17,12,204,Accessoires,Bah Mariama
V04731,2025-08-31,Ordinateur Lenovo ThinkPad,11,970,10670,Informatique,Camara Ousmane
V04732,2025-04-30,Ordinateur Lenovo ThinkPad,13,970,12610,Informatique,Barry Fatou
V04733,2025-05-08,Écran Dell 24’’,14,190,2660,Informatique,Camara Ousmane
V04734,2025-10-02,Imprimante Canon Pixma,6,120,720,Informatique,Sow Mamadou
V04735,2025-02-14,Téléphone Samsung A15,6,210,1260,Téléphonie,Sow Mamadou
V04736,2025-01-01,Clé USB 32 Go SanDisk,20,8,160,Accessoires,Diallo Ibrahima
V04737,2025-05-06,Téléphone Samsung A15,7,210,1470,Téléphonie,Diallo Ibrahima
V04738,2025-04-01,Haut-parleur JBL Go 3,13,40,520,Audio,Bah Mariama
V04739,2025-09-04,Téléphone Samsung A15,18,210,3780,Téléphonie,Sow Mamadou
V04740,2025-09-01,Clavier mécanique Redragon,5,60,300,Accessoires,Sow Mamadou
V04741,2025-05-12,Casque Sony WH-CH510,15,55,825,Audio,Barry Fatou
V04742,2025-08-13,Câble HDMI 2m,4,5,20,Accessoires,Diallo Ibrahima
V04743,2025-03-14,Imprimante Epson EcoTank,14,160,2240,Informatique,Camara Ousmane
V04744,2025-02-19,Disque Dur Externe 1To,11,75,825,Stockage,Camara Ousmane
V04745,2025-07-14,Téléphone iPhone 13,3,950,2850,Téléphonie,Bah Mariama
V04746,2025-10-07,Casque Sony WH-CH510,14,55,770,Audio,Bah Mariama
V04747,2025-04-18,Casque Bluetooth JBL,3,45,135,Audio,Diallo Ibrahima
V04748,2025-07-19,Casque Sony WH-CH510,8,55,440,Audio,Bah Mariama
V04749,2025-03-10,Imprimante Epson EcoTank,9,160,1440,Informatique,Diallo Ibrahima
V04750,2025-05-28,Ordinateur Portable Dell,16,880,14080,Informatique,Bah Mariama
V04751,2025-10-12,Haut-parleur JBL Go 3,13,40,520,Audio,Diallo Ibrahima
V04752,2025-01-08,Clé USB 64 Go Kingston,20,12,240,Accessoires,Barry Fatou
V04753,2025-10-16,Disque SSD 512 Go,3,120,360,Stockage,Camara Ousmane
V04754,2025-05-14,Ordinateur Portable Dell,4,880,3520,Informatique,Sow Mamadou
V04755,2025-02-19,Haut-parleur Bluetooth,7,30,210,Audio,Diallo Ibrahima
V04756,2025-09-13,Câble HDMI 2m,9,5,45,Accessoires,Barry Fatou
V04757,2025-02-15,Clavier mécanique Redragon,9,60,540,Accessoires,Barry Fatou
V04758,2025-04-04,Ordinateur Portable HP,17,750,12750,Informatique,Bah Mariama
V04759,2025-06-06,Haut-parleur JBL Go 3,1,40,40,Audio,Bah Mariama
V04760,2025-04-20,Casque Sony WH-CH510,12,55,660,Audio,Camara Ousmane
V04761,2025-11-03,Souris Gamer Logitech G502,1,60,60,Accessoires,Sow Mamadou
V04762,2025-05-18,Souris Gamer Logitech G502,20,60,1200,Accessoires,Camara Ousmane
V04763,2025-10-01,Haut-parleur JBL Go 3,15,40,600,Audio,Sow Mamadou
V04764,2025-06-28,Imprimante Epson EcoTank,16,160,2560,Informatique,Diallo Ibrahima
V04765,2025-06-11,Clavier mécanique Redragon,19,60,1140,Accessoires,Diallo Ibrahima
V04766,2025-06-29,Haut-parleur Bluetooth,5,30,150,Audio,Bah Mariama
V04767,2025-09-14,Haut-parleur JBL Go 3,10,40,400,Audio,Bah Mariama
V04768,2025-05-16,Clé USB 32 Go SanDisk,1,8,8,Accessoires,Camara Ousmane
V04769,2025-01-26,Écran Dell 24’’,6,190,1140,Informatique,Camara Ousmane
V04770,2025-03-22,Clé USB 32 Go SanDisk,16,8,128,Accessoires,Camara Ousmane
V04771,2025-11-02,Haut-parleur Bluetooth,8,30,240,Audio,Bah Mariama
V04772,2025-10-28,Clé USB 64 Go Kingston,1,12,12,Accessoires,Sow Mamadou
V04773,2025-07-13,Disque Dur Externe 1To,12,75,900,Stockage,Diallo Ibrahima
V04774,2025-09-18,Casque Sony WH-CH510,1,55,55,Audio,Barry Fatou
V04775,2025-04-04,Câble HDMI 2m,1,5,5,Accessoires,Camara Ousmane
V04776,2025-08-09,Clé USB 32 Go SanDisk,2,8,16,Accessoires,Bah Mariama
V04777,2025-03-06,Clé USB 32 Go SanDisk,6,8,48,Accessoires,Bah Mariama
V04778,2025-03-20,Haut-parleur JBL Go 3,18,40,720,Audio,Camara Ousmane
V04779,2025-02-04,Disque Dur Externe 1To,15,75,1125,Stockage,Bah Mariama
V04780,2025-08-16,Ordinateur Portable Dell,16,880,14080,Informatique,Barry Fatou
V04781,2025-01-20,Câble HDMI 2m,7,5,35,Accessoires,Barry Fatou
V04782,2025-03-18,Disque SSD 512 Go,15,120,1800,Stockage,Sow Mamadou
V04783,2025-08-01,Ordinateur Portable HP,10,750,7500,Informatique,Sow Mamadou
V04784,2025-04-14,Téléphone iPhone 13,16,950,15200,Téléphonie,Sow Mamadou
V04785,2025-06-05,Imprimante Canon Pixma,10,120,1200,Informatique,Bah Mariama
V04786,2025-02-07,Clé USB 32 Go SanDisk,8,8,64,Accessoires,Bah Mariama
V04787,2025-05-28,Haut-parleur JBL Go 3,12,40,480,Audio,Sow Mamadou
V04788,2025-07-22,Haut-parleur JBL Go 3,10,40,400,Audio,Bah Mariama
V04789,2025-08-06,Casque Bluetooth JBL,4,45,180,Audio,Diallo Ibrahima
V04790,2025-08-12,Câble HDMI 2m,5,5,25,Accessoires,Sow Mamadou
V04791,2025-08-03,Téléphone Samsung A15,1,210,210,Téléphonie,Bah Mariama
V04792,2025-09-25,Téléphone Samsung A15,17,210,3570,Téléphonie,Diallo Ibrahima
V04793,2025-06-05,Imprimante Canon Pixma,7,120,840,Informatique,Barry Fatou
V04794,2025-06-12,Câble HDMI 2m,7,5,35,Accessoires,Diallo Ibrahima
V04795,2025-06-25,Câble HDMI 2m,3,5,15,Accessoires,Bah Mariama
V04796,2025-07-20,Imprimante Epson EcoTank,11,160,1760,Informatique,Sow Mamadou
V04797,2025-05-16,Souris Gamer Logitech G502,13,60,780,Accessoires,Bah Mariama
V04798,2025-02-20,Haut-parleur Bluetooth,19,30,570,Audio,Barry Fatou
V04799,2025-06-12,Ordinateur Portable Dell,8,880,7040,Informatique,Diallo Ibrahima
V04800,2025-09-02,Haut-parleur JBL Go 3,18,40,720,Audio,Camara Ousmane
V04801,2025-05-13,Casque Sony WH-CH510,9,55,495,Audio,Diallo Ibrahima
V04802,2025-09-16,Ordinateur Portable Dell,1,880,880,Informatique,Diallo Ibrahima
V04803,2025-06-22,Écran Dell 24’’,20,190,3800,Informatique,Barry Fatou
V04804,2025-05-08,Disque SSD 512 Go,16,120,1920,Stockage,Diallo Ibrahima
V04805,2025-09-29,Clé USB 32 Go SanDisk,10,8,80,Accessoires,Bah Mariama
V04806,2025-10-19,Casque Bluetooth JBL,18,45,810,Audio,Diallo Ibrahima
V04807,2025-01-25,Ordinateur Portable HP,19,750,14250,Informatique,Barry Fatou
V04808,2025-03-25,Haut-parleur Bluetooth,5,30,150,Audio,Sow Mamadou
V04809,2025-08-11,Souris Gamer Logitech G502,20,60,1200,Accessoires,Diallo Ibrahima
V04810,2025-03-14,Ordinateur Portable HP,3,750,2250,Informatique,Diallo Ibrahima
V04811,2025-07-14,Câble HDMI 2m,20,5,100,Accessoires,Barry Fatou
V04812,2025-02-28,Souris Gamer Logitech G502,2,60,120,Accessoires,Bah Mariama
V04813,2025-11-09,Téléphone iPhone 13,9,950,8550,Téléphonie,Barry Fatou
V04814,2025-10-22,Casque Sony WH-CH510,6,55,330,Audio,Barry Fatou
V04815,2025-09-04,Écran Dell 24’’,13,190,2470,Informatique,Camara Ousmane
V04816,2025-04-12,Clé USB 32 Go SanDisk,2,8,16,Accessoires,Bah Mariama
V04817,2025-09-25,Casque Bluetooth JBL,6,45,270,Audio,Barry Fatou
V04818,2025-02-03,Câble HDMI 2m,14,5,70,Accessoires,Camara Ousmane
V04819,2025-06-03,Imprimante Epson EcoTank,13,160,2080,Informatique,Camara Ousmane
V04820,2025-08-16,Clé USB 64 Go Kingston,10,12,120,Accessoires,Bah Mariama
V04821,2025-07-19,Téléphone iPhone 13,3,950,2850,Téléphonie,Sow Mamadou
V04822,2025-06-27,Imprimante Epson EcoTank,19,160,3040,Informatique,Barry Fatou
V04823,2025-02-22,Téléphone Samsung A15,15,210,3150,Téléphonie,Sow Mamadou
V04824,2025-09-28,Clé USB 64 Go Kingston,12,12,144,Accessoires,Barry Fatou
V04825,2025-02-24,Téléphone iPhone 13,3,950,2850,Téléphonie,Diallo Ibrahima
V04826,2025-09-07,Souris Gamer Logitech G502,11,60,660,Accessoires,Barry Fatou
V04827,2025-03-04,Clé USB 32 Go SanDisk,3,8,24,Accessoires,Bah Mariama
V04828,2025-07-29,Clé USB 32 Go SanDisk,1,8,8,Accessoires,Sow Mamadou
V04829,2025-01-07,Imprimante Epson EcoTank,13,160,2080,Informatique,Diallo Ibrahima
V04830,2025-03-26,Disque Dur Externe 1To,11,75,825,Stockage,Barry Fatou
V04831,2025-10-10,Casque Sony WH-CH510,14,55,770,Audio,Camara Ousmane
V04832,2025-08-17,Téléphone iPhone 13,19,950,18050,Téléphonie,Barry Fatou
V04833,2025-10-07,Haut-parleur JBL Go 3,11,40,440,Audio,Diallo Ibrahima
V04834,2025-02-14,Souris Logitech M185,3,15,45,Accessoires,Camara Ousmane
V04835,2025-01-26,Imprimante Epson EcoTank,14,160,2240,Informatique,Bah Mariama
V04836,2025-10-29,Clé USB 32 Go SanDisk,9,8,72,Accessoires,Bah Mariama
V04837,2025-05-25,Téléphone Samsung A15,5,210,1050,Téléphonie,Barry Fatou
V04838,2025-01-11,Téléphone iPhone 13,14,950,13300,Téléphonie,Sow Mamadou
V04839,2025-10-01,Casque Bluetooth JBL,20,45,900,Audio,Camara Ousmane
V04840,2025-01-25,Disque SSD 512 Go,16,120,1920,Stockage,Sow Mamadou
V04841,2025-01-15,Disque SSD 512 Go,14,120,1680,Stockage,Barry Fatou
V04842,2025-03-23,Clé USB 64 Go Kingston,18,12,216,Accessoires,Bah Mariama
V04843,2025-06-30,Clé USB 64 Go Kingston,10,12,120,Accessoires,Sow Mamadou
V04844,2025-07-28,Écran Dell 24’’,17,190,3230,Informatique,Diallo Ibrahima
V04845,2025-04-23,Ordinateur Portable Dell,12,880,10560,Informatique,Barry Fatou
V04846,2025-07-25,Câble HDMI 2m,12,5,60,Accessoires,Bah Mariama
V04847,2025-09-14,Imprimante Canon Pixma,19,120,2280,Informatique,Barry Fatou
V04848,2025-06-06,Clavier mécanique Redragon,18,60,1080,Accessoires,Diallo Ibrahima
V04849,2025-03-04,Téléphone iPhone 13,7,950,6650,Téléphonie,Sow Mamadou
V04850,2025-10-04,Souris Logitech M185,16,15,240,Accessoires,Bah Mariama
V04851,2025-04-23,Souris Logitech M185,14,15,210,Accessoires,Sow Mamadou
V04852,2025-06-23,Disque SSD 512 Go,16,120,1920,Stockage,Bah Mariama
V04853,2025-06-10,Ordinateur Lenovo ThinkPad,3,970,2910,Informatique,Bah Mariama
V04854,2025-02-19,Souris Gamer Logitech G502,14,60,840,Accessoires,Diallo Ibrahima
V04855,2025-03-12,Souris Gamer Logitech G502,18,60,1080,Accessoires,Sow Mamadou
V04856,2025-10-25,Casque Sony WH-CH510,20,55,1100,Audio,Sow Mamadou
V04857,2025-03-03,Téléphone Samsung A15,10,210,2100,Téléphonie,Camara Ousmane
V04858,2025-05-24,Clé USB 32 Go SanDisk,15,8,120,Accessoires,Diallo Ibrahima
V04859,2025-11-04,Ordinateur Lenovo ThinkPad,18,970,17460,Informatique,Barry Fatou
V04860,2025-10-09,Clé USB 64 Go Kingston,11,12,132,Accessoires,Bah Mariama
V04861,2025-01-24,Souris Gamer Logitech G502,5,60,300,Accessoires,Diallo Ibrahima
V04862,2025-05-07,Clé USB 64 Go Kingston,9,12,108,Accessoires,Barry Fatou
V04863,2025-08-25,Clé USB 32 Go SanDisk,10,8,80,Accessoires,Bah Mariama
V04864,2025-08-04,Ordinateur Portable HP,1,750,750,Informatique,Barry Fatou
V04865,2025-09-13,Haut-parleur JBL Go 3,15,40,600,Audio,Camara Ousmane
V04866,2025-08-27,Clé USB 64 Go Kingston,11,12,132,Accessoires,Bah Mariama
V04867,2025-04-27,Ordinateur Lenovo ThinkPad,17,970,16490,Informatique,Sow Mamadou
V04868,2025-06-25,Disque SSD 512 Go,11,120,1320,Stockage,Diallo Ibrahima
V04869,2025-06-14,Clavier mécanique Redragon,6,60,360,Accessoires,Camara Ousmane
V04870,2025-05-12,Clé USB 64 Go Kingston,3,12,36,Accessoires,Bah Mariama
V04871,2025-10-11,Disque Dur Externe 1To,8,75,600,Stockage,Bah Mariama
V04872,2025-08-08,Disque SSD 512 Go,11,120,1320,Stockage,Camara Ousmane
V04873,2025-07-25,Téléphone iPhone 13,13,950,12350,Téléphonie,Camara Ousmane
V04874,2025-10-29,Souris Gamer Logitech G502,17,60,1020,Accessoires,Bah Mariama
V04875,2025-09-09,Téléphone iPhone 13,16,950,15200,Téléphonie,Bah Mariama
V04876,2025-11-02,Souris Gamer Logitech G502,12,60,720,Accessoires,Bah Mariama
V04877,2025-08-31,Clé USB 64 Go Kingston,15,12,180,Accessoires,Diallo Ibrahima
V04878,2025-10-04,Haut-parleur JBL Go 3,20,40,800,Audio,Barry Fatou
V04879,2025-09-29,Souris Logitech M185,19,15,285,Accessoires,Barry Fatou
V04880,2025-05-07,Souris Gamer Logitech G502,18,60,1080,Accessoires,Barry Fatou
V04881,2025-11-09,Souris Logitech M185,16,15,240,Accessoires,Camara Ousmane
V04882,2025-07-18,Ordinateur Portable Dell,6,880,5280,Informatique,Camara Ousmane
V04883,2025-03-04,Casque Sony WH-CH510,12,55,660,Audio,Bah Mariama
V04884,2025-02-06,Casque Bluetooth JBL,13,45,585,Audio,Camara Ousmane
V04885,2025-11-04,Téléphone Samsung A15,6,210,1260,Téléphonie,Camara Ousmane
V04886,2025-05-27,Imprimante Canon Pixma,1,120,120,Informatique,Diallo Ibrahima
V04887,2025-07-01,Souris Logitech M185,15,15,225,Accessoires,Camara Ousmane
V04888,2025-03-18,Casque Bluetooth JBL,11,45,495,Audio,Bah Mariama
V04889,2025-04-11,Clé USB 32 Go SanDisk,5,8,40,Accessoires,Barry Fatou
V04890,2025-08-02,Casque Bluetooth JBL,6,45,270,Audio,Bah Mariama
V04891,2025-05-11,Clavier mécanique Redragon,18,60,1080,Accessoires,Camara Ousmane
V04892,2025-05-02,Téléphone Samsung A15,20,210,4200,Téléphonie,Diallo Ibrahima
V04893,2025-08-02,Imprimante Epson EcoTank,7,160,1120,Informatique,Camara Ousmane
